game,category,game+category,time(seconds),released_year,nb_of_runs,main_platform,main_genre,engine,developer,publisher,nb_of_platforms,nb_of_genres
Pac-Man World,All Levels,Pac-Man World - All Levels,3080,1999,22,PlayStation 2,,,,,7,
Pac-Man World,100%,Pac-Man World - 100%,4635,1999,3,PlayStation 2,,,,,7,
Mission: Impossible (NES),Any%,Mission: Impossible (NES) - Any%,1515,1990,7,Nintendo Entertainment System,,,,,1,
Disney's The Little Mermaid II,Any%,Disney's The Little Mermaid II - Any%,1224,2000,9,PlayStation 2,,,,,3,
Disney's The Little Mermaid II,All pearls,Disney's The Little Mermaid II - All pearls,1491,2000,3,PlayStation 2,,,,,3,
Super Mario Bros.,Any%,Super Mario Bros. - Any%,294.948,1985,1316,Nintendo Entertainment System,Platformer,,Nintendo,Nintendo,11,2
Super Mario Bros.,Warpless,Super Mario Bros. - Warpless,1137.926,1985,294,Nintendo Entertainment System,Platformer,,Nintendo,Nintendo,11,2
Kingdom Hearts: Recoded,Any%,Kingdom Hearts: Recoded - Any%,6909,2010,8,Nintendo DS,RPG,,,,2,4
Kingdom Hearts: Recoded,NG+,Kingdom Hearts: Recoded - NG+,4510,2010,6,Nintendo DS,RPG,,,,2,4
Kirby Super Star,Any%,Kirby Super Star - Any%,2026,1996,95,Super Nintendo,,,,,7,
Kirby Super Star,100%,Kirby Super Star - 100%,3952,1996,59,Super Nintendo,,,,,7,
Rayman Origins,Any%,Rayman Origins - Any%,3173,2011,17,Nintendo 3DS,Platformer,,Ubisoft Montpellier,Ubisoft Entertainment,6,1
Rayman Origins,130 Electoons,Rayman Origins - 130 Electoons,6991,2011,5,Nintendo 3DS,Platformer,,Ubisoft Montpellier,Ubisoft Entertainment,6,1
Rayman Origins,All Bosses,Rayman Origins - All Bosses,11514,2011,1,Nintendo 3DS,Platformer,,Ubisoft Montpellier,Ubisoft Entertainment,6,1
Rayman 3: Hoodlum Havoc,GCN,Rayman 3: Hoodlum Havoc - GCN,10.167,2003,25,GameCube,3D Platformer,OpenSpace,Ubisoft Paris,Ubisoft Entertainment,9,1
Rayman 3: Hoodlum Havoc,GCN Emu,Rayman 3: Hoodlum Havoc - GCN Emu,717,2003,35,GameCube,3D Platformer,OpenSpace,Ubisoft Paris,Ubisoft Entertainment,9,1
Rayman 3: Hoodlum Havoc,HD,Rayman 3: Hoodlum Havoc - HD,11.17,2003,14,GameCube,3D Platformer,OpenSpace,Ubisoft Paris,Ubisoft Entertainment,9,1
Rayman 3: Hoodlum Havoc,PC,Rayman 3: Hoodlum Havoc - PC,572,2003,17,GameCube,3D Platformer,OpenSpace,Ubisoft Paris,Ubisoft Entertainment,9,1
Faxanadu,Any%,Faxanadu - Any%,1580,1987,24,Nintendo Entertainment System,Adventure,,Falcom,Hudson Soft,1,2
Faxanadu,100%,Faxanadu - 100%,3252,1987,2,Nintendo Entertainment System,Adventure,,Falcom,Hudson Soft,1,2
Faxanadu,Low%,Faxanadu - Low%,2037,1987,2,Nintendo Entertainment System,Adventure,,Falcom,Hudson Soft,1,2
Faxanadu,No Weapons,Faxanadu - No Weapons,1897,1987,2,Nintendo Entertainment System,Adventure,,Falcom,Hudson Soft,1,2
Faxanadu,Damageless,Faxanadu - Damageless,2246,1987,1,Nintendo Entertainment System,Adventure,,Falcom,Hudson Soft,1,2
Faxanadu,Deathless,Faxanadu - Deathless,210671,1987,3,Nintendo Entertainment System,Adventure,,Falcom,Hudson Soft,1,2
Faxanadu,Dagger%,Faxanadu - Dagger%,1603,1987,2,Nintendo Entertainment System,Adventure,,Falcom,Hudson Soft,1,2
Faxanadu,Pendant%,Faxanadu - Pendant%,1753.9,1987,2,Nintendo Entertainment System,Adventure,,Falcom,Hudson Soft,1,2
Faxanadu,Eolis Password,Faxanadu - Eolis Password,474,1987,3,Nintendo Entertainment System,Adventure,,Falcom,Hudson Soft,1,2
Gex 3: Deep Cover Gecko,No Wrong Warp,Gex 3: Deep Cover Gecko - No Wrong Warp,2294,1999,11,Nintendo 64,Platformer,,Crystal Dynamics,Crave Entertainment,8,2
Gex 3: Deep Cover Gecko,Any%,Gex 3: Deep Cover Gecko - Any%,891,1999,5,Nintendo 64,Platformer,,Crystal Dynamics,Crave Entertainment,8,2
Gex 3: Deep Cover Gecko,100%,Gex 3: Deep Cover Gecko - 100%,7544,1999,3,Nintendo 64,Platformer,,Crystal Dynamics,Crave Entertainment,8,2
Teenage Mutant Ninja Turtles,Any%,Teenage Mutant Ninja Turtles - Any%,1001.1,1989,75,Nintendo Entertainment System,Action,,Konami,Ultra Games,2,2
Teenage Mutant Ninja Turtles,Any% [NooB],Teenage Mutant Ninja Turtles - Any% [NooB],1034,1989,12,Nintendo Entertainment System,Action,,Konami,Ultra Games,2,2
Teenage Mutant Ninja Turtles,Glitchless,Teenage Mutant Ninja Turtles - Glitchless,1095,1989,18,Nintendo Entertainment System,Action,,Konami,Ultra Games,2,2
Zen: Intergalactic Ninja,Easy,Zen: Intergalactic Ninja - Easy,739,1993,2,Nintendo Entertainment System,,,,,1,
Zen: Intergalactic Ninja,Normal,Zen: Intergalactic Ninja - Normal,753,1993,6,Nintendo Entertainment System,,,,,1,
Zen: Intergalactic Ninja,Hard,Zen: Intergalactic Ninja - Hard,753,1993,0,Nintendo Entertainment System,,,,,1,
Contra Hard Corps,Chase/Surrender,Contra Hard Corps - Chase/Surrender,851,1994,28,Sega Genesis,Run and Gun,,Konami,Konami,1,1
Contra Hard Corps,Chase/Fight,Contra Hard Corps - Chase/Fight,906.97,1994,28,Sega Genesis,Run and Gun,,Konami,Konami,1,1
Contra Hard Corps,Lab/Surrender,Contra Hard Corps - Lab/Surrender,984.42,1994,24,Sega Genesis,Run and Gun,,Konami,Konami,1,1
Contra Hard Corps,Lab/Fight,Contra Hard Corps - Lab/Fight,1100,1994,24,Sega Genesis,Run and Gun,,Konami,Konami,1,1
Contra Hard Corps,Hidden Ending,Contra Hard Corps - Hidden Ending,286.28,1994,43,Sega Genesis,Run and Gun,,Konami,Konami,1,1
Contra Hard Corps,100%,Contra Hard Corps - 100%,5534,1994,6,Sega Genesis,Run and Gun,,Konami,Konami,1,1
Muramasa: The Demon Blade,Any%,Muramasa: The Demon Blade - Any%,1653,2009,12,PlayStation Vita,,,,,3,
Resident Evil 4 (Steam),New Game,Resident Evil 4 (Steam) - New Game,4653,2014,149,PC,Action,,Capcom,Capcom,1,2
Resident Evil 4 (Steam),New Game+,Resident Evil 4 (Steam) - New Game+,4338,2014,163,PC,Action,,Capcom,Capcom,1,2
Resident Evil 4 (Steam),Separate Ways,Resident Evil 4 (Steam) - Separate Ways,1369,2014,35,PC,Action,,Capcom,Capcom,1,2
Resident Evil 4 (Steam),Separate Ways+,Resident Evil 4 (Steam) - Separate Ways+,1298,2014,33,PC,Action,,Capcom,Capcom,1,2
Resident Evil 4 (Steam),Assignment Ada,Resident Evil 4 (Steam) - Assignment Ada,270.68,2014,41,PC,Action,,Capcom,Capcom,1,2
Resident Evil 4 (Steam),No Merchant,Resident Evil 4 (Steam) - No Merchant,5245,2014,30,PC,Action,,Capcom,Capcom,1,2
Wolfenstein 3D,Episode 1: Escape from Wolfenstein,Wolfenstein 3D - Episode 1: Escape from Wolfenstein,157,1992,19,Game Boy Advance,First-person shooter,,id Software,,7,1
Wolfenstein 3D,Episode 2: Operation: Eisenfaust,Wolfenstein 3D - Episode 2: Operation: Eisenfaust,220,1992,11,Game Boy Advance,First-person shooter,,id Software,,7,1
Wolfenstein 3D,"Episode 3: Die, Fuhrer, Die!","Wolfenstein 3D - Episode 3: Die, Fuhrer, Die!",178,1992,8,Game Boy Advance,First-person shooter,,id Software,,7,1
Wolfenstein 3D,Episode 4: A Dark Secret,Wolfenstein 3D - Episode 4: A Dark Secret,224,1992,7,Game Boy Advance,First-person shooter,,id Software,,7,1
Wolfenstein 3D,Episode 5: Trail of a Madman,Wolfenstein 3D - Episode 5: Trail of a Madman,172,1992,6,Game Boy Advance,First-person shooter,,id Software,,7,1
Wolfenstein 3D,Episode 6: Confrontation,Wolfenstein 3D - Episode 6: Confrontation,343,1992,6,Game Boy Advance,First-person shooter,,id Software,,7,1
Wolfenstein 3D,All Episodes,Wolfenstein 3D - All Episodes,2042,1992,3,Game Boy Advance,First-person shooter,,id Software,,7,1
The Smurfs 2,1 flower,The Smurfs 2 - 1 flower,244,2013,2,Nintendo DS,,,,,3,
The Smurfs 2,2 flowers,The Smurfs 2 - 2 flowers,244,2013,0,Nintendo DS,,,,,3,
The Smurfs 2,3 flowers,The Smurfs 2 - 3 flowers,244,2013,0,Nintendo DS,,,,,3,
The Smurfs 2,Any flower,The Smurfs 2 - Any flower,244,2013,3,Nintendo DS,,,,,3,
Jackie Chan's Action Kung Fu,Any%,Jackie Chan's Action Kung Fu - Any%,1015,1990,21,Nintendo Entertainment System,,,,,2,
Dragon Ball Z: Buu's Fury,Any%,Dragon Ball Z: Buu's Fury - Any%,8158,2004,20,Game Boy Advance,,,,,1,
Dragon Ball Z: Buu's Fury,100%,Dragon Ball Z: Buu's Fury - 100%,14725,2004,2,Game Boy Advance,,,,,1,
Desert Demolition Starring Road Runner and Wile E. Coyote,Roadrunner,Desert Demolition Starring Road Runner and Wile E. Coyote - Roadrunner,269,1995,3,Sega Genesis,,,,,1,
Desert Demolition Starring Road Runner and Wile E. Coyote,Coyote,Desert Demolition Starring Road Runner and Wile E. Coyote - Coyote,416,1995,7,Sega Genesis,,,,,1,
Pitfall: The Mayan Adventure,Any%,Pitfall: The Mayan Adventure - Any%,623,1994,10,Super Nintendo,Platform Game,,Pipe Dream Interactive,Majesco Entertainment,6,1
Pitfall: The Mayan Adventure,100%,Pitfall: The Mayan Adventure - 100%,706,1994,2,Super Nintendo,Platform Game,,Pipe Dream Interactive,Majesco Entertainment,6,1
V-Tetris,10 Lines,V-Tetris - 10 Lines,706,1995,0,Virtual Boy,,,,,1,
V-Tetris,40 Lines,V-Tetris - 40 Lines,706,1995,0,Virtual Boy,,,,,1,
V-Tetris,100 Lines,V-Tetris - 100 Lines,706,1995,0,Virtual Boy,,,,,1,
Kid Chameleon,4 Boss,Kid Chameleon - 4 Boss,1611,1992,34,Wii Virtual Console,Platformer,,SEGA,SEGA,14,1
Kid Chameleon,100K Trip,Kid Chameleon - 100K Trip,897,1992,21,Wii Virtual Console,Platformer,,SEGA,SEGA,14,1
Kid Chameleon,Maximum Levels,Kid Chameleon - Maximum Levels,2315,1992,6,Wii Virtual Console,Platformer,,SEGA,SEGA,14,1
Kid Chameleon,Any%,Kid Chameleon - Any%,91.4,1992,35,Wii Virtual Console,Platformer,,SEGA,SEGA,14,1
Legacy of Kain : Soul Reaver,Any%,Legacy of Kain : Soul Reaver - Any%,1400,1999,6,,,,,,,
Legacy of Kain : Soul Reaver,Any% Glitchless,Legacy of Kain : Soul Reaver - Any% Glitchless,6111,1999,7,,,,,,,
Legacy of Kain : Soul Reaver,All Bosses%,Legacy of Kain : Soul Reaver - All Bosses%,3811,1999,4,,,,,,,
Legacy of Kain : Soul Reaver,100%,Legacy of Kain : Soul Reaver - 100%,7527,1999,3,,,,,,,
Legacy of Kain : Soul Reaver,100% Glitchless,Legacy of Kain : Soul Reaver - 100% Glitchless,11531,1999,2,,,,,,,
Umihara Kawase Shun,Any%,Umihara Kawase Shun - Any%,100.97,1997,11,Nintendo DS,,,,,4,
Umihara Kawase Shun,Longest Path,Umihara Kawase Shun - Longest Path,466,1997,3,Nintendo DS,,,,,4,
Teenage Mutant Ninja Turtles III: Radical Rescue,any%,Teenage Mutant Ninja Turtles III: Radical Rescue - any%,1198,1993,5,Super Game Boy 2,,,,,2,
Teenage Mutant Ninja Turtles III: Radical Rescue,100%,Teenage Mutant Ninja Turtles III: Radical Rescue - 100%,1591,1993,6,Super Game Boy 2,,,,,2,
Battletoads,Any% Singleplayer,Battletoads - Any% Singleplayer,5422,2020,7,Xbox One,Beat'em up,,Dlala Studios,Xbox Game Studios,4,2
Battletoads,Any% 2 Players,Battletoads - Any% 2 Players,8432,2020,1,Xbox One,Beat'em up,,Dlala Studios,Xbox Game Studios,4,2
Battletoads,Any% 3 Players,Battletoads - Any% 3 Players,7039,2020,1,Xbox One,Beat'em up,,Dlala Studios,Xbox Game Studios,4,2
Battletoads,100% Singleplayer,Battletoads - 100% Singleplayer,5931,2020,1,Xbox One,Beat'em up,,Dlala Studios,Xbox Game Studios,4,2
Battletoads,100% 2 Players,Battletoads - 100% 2 Players,5931,2020,0,Xbox One,Beat'em up,,Dlala Studios,Xbox Game Studios,4,2
Battletoads,100% 3 Players,Battletoads - 100% 3 Players,5931,2020,0,Xbox One,Beat'em up,,Dlala Studios,Xbox Game Studios,4,2
Mad Stalker: Full Metal Force (PSX),Story Mode - Easy,Mad Stalker: Full Metal Force (PSX) - Story Mode - Easy,968,1997,1,PlayStation,,,,,1,
Mad Stalker: Full Metal Force (PSX),Story Mode - Normal,Mad Stalker: Full Metal Force (PSX) - Story Mode - Normal,968,1997,0,PlayStation,,,,,1,
Mad Stalker: Full Metal Force (PSX),Story Mode - Hard,Mad Stalker: Full Metal Force (PSX) - Story Mode - Hard,1279,1997,1,PlayStation,,,,,1,
Violent Storm,Any% Clear,Violent Storm - Any% Clear,1128,1993,6,Arcade,Beat 'em up,,Konami,Konami,1,1
Violent Storm,Co-op Any% Clear,Violent Storm - Co-op Any% Clear,1839,1993,2,Arcade,Beat 'em up,,Konami,Konami,1,1
Violent Storm,1CC,Violent Storm - 1CC,1114,1993,2,Arcade,Beat 'em up,,Konami,Konami,1,1
Psycho Waluigi,Any%,Psycho Waluigi - Any%,3233,2011,3,PC,Platformer,Multimedia Fusion,Thunder Dragon,,1,2
Psycho Waluigi,Any% (No Wall Clip),Psycho Waluigi - Any% (No Wall Clip),4403,2011,4,PC,Platformer,Multimedia Fusion,Thunder Dragon,,1,2
Psycho Waluigi,100%,Psycho Waluigi - 100%,15611,2011,1,PC,Platformer,Multimedia Fusion,Thunder Dragon,,1,2
Mega Man X5,All Stages,Mega Man X5 - All Stages,3073,2000,35,GameCube,,,,,5,
Mega Man X5,Any%,Mega Man X5 - Any%,1243,2000,11,GameCube,,,,,5,
Mega Man Legends,Any% Normal,Mega Man Legends - Any% Normal,2786,1997,42,Nintendo 64,,,,,6,
Mega Man Legends,Any% Easy,Mega Man Legends - Any% Easy,2323,1997,23,Nintendo 64,,,,,6,
Mega Man Legends,Any% Hard,Mega Man Legends - Any% Hard,3404,1997,4,Nintendo 64,,,,,6,
Mega Man Legends,100% Easy,Mega Man Legends - 100% Easy,4374,1997,9,Nintendo 64,,,,,6,
Pokémon Yellow,Any% Glitchless,Pokémon Yellow - Any% Glitchless,6817,1998,133,Game Boy Color,,,,,7,
Pokémon Yellow,Any% Glitchless (Classic),Pokémon Yellow - Any% Glitchless (Classic),7169,1998,23,Game Boy Color,,,,,7,
Pokémon Yellow,Any% No Save Corruption,Pokémon Yellow - Any% No Save Corruption,761,1998,51,Game Boy Color,,,,,7,
Pokémon Yellow,Any%,Pokémon Yellow - Any%,78.694,1998,21,Game Boy Color,,,,,7,
Clash at Demonhead,Any%,Clash at Demonhead - Any%,1208,1989,3,Nintendo Entertainment System,Action,,Vic Tokai,Vic Tokai,1,3
DK: King of Swing,Any%,DK: King of Swing - Any%,1133,2005,8,Game Boy Advance,,,,,2,
DK: King of Swing,100%,DK: King of Swing - 100%,1289,2005,3,Game Boy Advance,,,,,2,
The Panda Prince/Super the Lion King 2,The Panda Prince (any%),The Panda Prince/Super the Lion King 2 - The Panda Prince (any%),175,1996,3,Nintendo Entertainment System,Platformer,,Ex-Sachen,Ka Sheng,1,1
The Panda Prince/Super the Lion King 2,Super The Lion King 2 (any%),The Panda Prince/Super the Lion King 2 - Super The Lion King 2 (any%),119,1996,2,Nintendo Entertainment System,Platformer,,Ex-Sachen,Ka Sheng,1,1
The Addams Family: Pugsley's Scavenger Hunt (GB),Any%,The Addams Family: Pugsley's Scavenger Hunt (GB) - Any%,3317,1992,1,Game Boy Color,,,,,7,
Tetris Attack,VS.,Tetris Attack - VS.,327.79,1996,133,Super Nintendo,Puzzle,,Intelligent Systems,Nintendo,8,1
Tetris Attack,Stage Clear,Tetris Attack - Stage Clear,1147,1996,26,Super Nintendo,Puzzle,,Intelligent Systems,Nintendo,8,1
Tetris Attack,Endless,Tetris Attack - Endless,59,1996,14,Super Nintendo,Puzzle,,Intelligent Systems,Nintendo,8,1
Konami Wai Wai World,Any%,Konami Wai Wai World - Any%,1989,1988,2,Nintendo Entertainment System,,,,,1,
Spelunker,Any%,Spelunker - Any%,520,1985,1,Arcade,,,,,2,
ActRaiser,Any%,ActRaiser - Any%,3491,1990,20,Super Nintendo,Platform,Snes,Quintet,Enix,2,3
ActRaiser,100%,ActRaiser - 100%,5193,1990,3,Super Nintendo,Platform,Snes,Quintet,Enix,2,3
ActRaiser,Professional! Mode,ActRaiser - Professional! Mode,1335,1990,29,Super Nintendo,Platform,Snes,Quintet,Enix,2,3
ActRaiser,JP,ActRaiser - JP,1386,1990,4,Super Nintendo,Platform,Snes,Quintet,Enix,2,3
ActRaiser,EU,ActRaiser - EU,2114,1990,1,Super Nintendo,Platform,Snes,Quintet,Enix,2,3
Gain Ground,Genesis,Gain Ground - Genesis,22,1988,6,Wii Virtual Console,,,,,13,
Frogger 2: Swampy's Revenge,Any%,Frogger 2: Swampy's Revenge - Any%,984,2000,17,Dreamcast,Action,,Blitz Games,Hasbro Interactive,5,1
Frogger 2: Swampy's Revenge,100%,Frogger 2: Swampy's Revenge - 100%,1318,2000,7,Dreamcast,Action,,Blitz Games,Hasbro Interactive,5,1
Frogger 2: Swampy's Revenge,All Levels,Frogger 2: Swampy's Revenge - All Levels,1318,2000,0,Dreamcast,Action,,Blitz Games,Hasbro Interactive,5,1
Frogger 2: Swampy's Revenge,Super Retro,Frogger 2: Swampy's Revenge - Super Retro,535,2000,1,Dreamcast,Action,,Blitz Games,Hasbro Interactive,5,1
Shantae,Any%,Shantae - Any%,3895,2002,11,Game Boy Color,,,,,6,
Shantae,100%,Shantae - 100%,3895,2002,0,Game Boy Color,,,,,6,
Shantae,Debug Mode,Shantae - Debug Mode,2298,2002,1,Game Boy Color,,,,,6,
The Legend of Zelda: A Link to the Past,No Major Glitches,The Legend of Zelda: A Link to the Past - No Major Glitches,1295,1991,1186,Super Nintendo,Action Adventure,,Nintendo,Nintendo,8,1
The Legend of Zelda: A Link to the Past,Restricted Major Glitches,The Legend of Zelda: A Link to the Past - Restricted Major Glitches,1042,1991,114,Super Nintendo,Action Adventure,,Nintendo,Nintendo,8,1
The Legend of Zelda: A Link to the Past,Major Glitches,The Legend of Zelda: A Link to the Past - Major Glitches,91,1991,771,Super Nintendo,Action Adventure,,Nintendo,Nintendo,8,1
The Legend of Zelda: A Link to the Past,Misc,The Legend of Zelda: A Link to the Past - Misc,2106,1991,60,Super Nintendo,Action Adventure,,Nintendo,Nintendo,8,1
The Addams Family: Pugsley's Scavenger Hunt (GB),Any%,The Addams Family: Pugsley's Scavenger Hunt (GB) - Any%,3317,1992,1,Game Boy Color,,,,,7,
Super Pitfall,Any%,Super Pitfall - Any%,299,1987,38,Nintendo Entertainment System,,,,,1,
Super Pitfall,Perfect Ending,Super Pitfall - Perfect Ending,1135,1987,1,Nintendo Entertainment System,,,,,1,
Mari0,Mario Bros Mappack,Mari0 - Mario Bros Mappack,104.88,2010,10,PC,Memes,,,,3,1
Mari0,Portal Mappack,Mari0 - Portal Mappack,251.84,2010,6,PC,Memes,,,,3,1
Mari0,Mari0 Bros Mappack No WW,Mari0 - Mari0 Bros Mappack No WW,337.717,2010,2,PC,Memes,,,,3,1
Mari0,Mari0 Bros Mappack Warpless,Mari0 - Mari0 Bros Mappack Warpless,1565.367,2010,1,PC,Memes,,,,3,1
Metroid Prime Pinball,Multi Mission,Metroid Prime Pinball - Multi Mission,731,2005,5,Nintendo DS,Pinball,,Fuse Games,Nintendo,3,1
Metroid Prime Pinball,Single Mission,Metroid Prime Pinball - Single Mission,13.37,2005,7,Nintendo DS,Pinball,,Fuse Games,Nintendo,3,1
Metroid Prime Pinball,Wireless Mission,Metroid Prime Pinball - Wireless Mission,66.22,2005,2,Nintendo DS,Pinball,,Fuse Games,Nintendo,3,1
Metroid Prime Pinball,All Level Modes,Metroid Prime Pinball - All Level Modes,202,2005,2,Nintendo DS,Pinball,,Fuse Games,Nintendo,3,1
Aladdin (Hummer Team),Any%,Aladdin (Hummer Team) - Any%,779,1995,9,Nintendo Entertainment System,Platformer,,Hummer Team,JY Company,1,2
Metal Warriors,Any%,Metal Warriors - Any%,1164,1995,5,Super Nintendo,,,,,1,
Wolverine: Adamantium Rage,Any% (Genesis),Wolverine: Adamantium Rage - Any% (Genesis),1277,1994,1,Super Nintendo,Action/Platformer,,Marvel Software,Acclaim Entertainment,2,1
Wolverine: Adamantium Rage,Any% (SNES),Wolverine: Adamantium Rage - Any% (SNES),3105,1994,2,Super Nintendo,Action/Platformer,,Marvel Software,Acclaim Entertainment,2,1
EX Monopoly,Win (COM),EX Monopoly - Win (COM),2864,2001,1,Game Boy Advance,,,,,4,
EX Monopoly,Story Mode,EX Monopoly - Story Mode,2864,2001,0,Game Boy Advance,,,,,4,
The Incredible Crash Dummies (GB),1 Loop,The Incredible Crash Dummies (GB) - 1 Loop,185,1992,9,Game Boy Player,Platformer,,,,3,1
The Incredible Crash Dummies (GB),Best Ending,The Incredible Crash Dummies (GB) - Best Ending,185,1992,0,Game Boy Player,Platformer,,,,3,1
Mystical Ninja Starring Goemon,Any%,Mystical Ninja Starring Goemon - Any%,4325,1997,41,Nintendo 64,,,,,1,
Mystical Ninja Starring Goemon,100%,Mystical Ninja Starring Goemon - 100%,7304,1997,9,Nintendo 64,,,,,1,
Kingdom Hearts: 358/2 Days,Any%,Kingdom Hearts: 358/2 Days - Any%,108516,2009,15,Nintendo DS,RPG,,,,2,3
Kingdom Hearts: 358/2 Days,All Missions,Kingdom Hearts: 358/2 Days - All Missions,16655,2009,2,Nintendo DS,RPG,,,,2,3
Kingdom Hearts: 358/2 Days,Level 1,Kingdom Hearts: 358/2 Days - Level 1,15262,2009,2,Nintendo DS,RPG,,,,2,3
Kingdom Hearts: 358/2 Days,100%,Kingdom Hearts: 358/2 Days - 100%,15262,2009,0,Nintendo DS,RPG,,,,2,3
Magic Knight Rayearth,Any% No Polizu Skip,Magic Knight Rayearth - Any% No Polizu Skip,5034,1995,4,Sega Saturn,Action RPG,,,Working Designs,1,1
Magic Knight Rayearth,Any%,Magic Knight Rayearth - Any%,1358,1995,1,Sega Saturn,Action RPG,,,Working Designs,1,1
Magic Knight Rayearth,Any% JP No Polizu Skip,Magic Knight Rayearth - Any% JP No Polizu Skip,8369,1995,1,Sega Saturn,Action RPG,,,Working Designs,1,1
Magic Knight Rayearth,Any% JP,Magic Knight Rayearth - Any% JP,8369,1995,0,Sega Saturn,Action RPG,,,Working Designs,1,1
Tinhead,Any%,Tinhead - Any%,2179,1993,1,Sega Genesis,,,,,1,
Pokémon Ruby/Sapphire,Any% Glitchless,Pokémon Ruby/Sapphire - Any% Glitchless,6734,2002,83,Game Boy Advance,,,,,4,
Pokémon Ruby/Sapphire,Any%,Pokémon Ruby/Sapphire - Any%,6754,2002,1,Game Boy Advance,,,,,4,
Donkey Kong Country,All Stages,Donkey Kong Country - All Stages,1857,1994,261,Super Nintendo,Platformer,,Rare,Nintendo,6,1
Donkey Kong Country,101%,Donkey Kong Country - 101%,2708,1994,67,Super Nintendo,Platformer,,Rare,Nintendo,6,1
Donkey Kong Country,Any%,Donkey Kong Country - Any%,450.333,1994,89,Super Nintendo,Platformer,,Rare,Nintendo,6,1
Donkey Kong Country,Old Summon,Donkey Kong Country - Old Summon,929.19,1994,52,Super Nintendo,Platformer,,Rare,Nintendo,6,1
Donkey Kong Country,No Major Skips,Donkey Kong Country - No Major Skips,2432,1994,29,Super Nintendo,Platformer,,Rare,Nintendo,6,1
Donkey Kong Country,No Major Glitches,Donkey Kong Country - No Major Glitches,2047.617,1994,33,Super Nintendo,Platformer,,Rare,Nintendo,6,1
Donkey Kong Country,RBO,Donkey Kong Country - RBO,1646,1994,14,Super Nintendo,Platformer,,Rare,Nintendo,6,1
Metal Storm,Any%,Metal Storm - Any%,580,1991,16,Nintendo Entertainment System,,,,,1,
Metal Storm,Second Loop,Metal Storm - Second Loop,872,1991,2,Nintendo Entertainment System,,,,,1,
Metal Storm,No Wrong Warp,Metal Storm - No Wrong Warp,713.796,1991,24,Nintendo Entertainment System,,,,,1,
Snake Rattle 'n' Roll,Any%,Snake Rattle 'n' Roll - Any%,337,1990,10,Nintendo Entertainment System,Platformer,,Rare,Nintendo,1,1
